Summary,Contract ID,Customer ID,Vehicle ID,Product ID
"Contract C0111 for 1004 leasing Vehicle V1015 under Product P1001 with a monthly EMI of €28210.83. Lease runs from 2025-01-31 to 2027-01-31. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0111,1004,V1015,P1001
"Contract C0112 for 1008 leasing Vehicle V1076 under Product P1007 with a monthly EMI of €69934.64. Lease runs from 2024-06-18 to 2028-06-18. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0112,1008,V1076,P1007
"Contract C0113 for 1019 leasing Vehicle V1025 under Product P1012 with a monthly EMI of €881.8. Lease runs from 2024-07-06 to 2025-07-06. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0113,1019,V1025,P1012
"Contract C0114 for 1005 leasing Vehicle V1024 under Product P1008 with a monthly EMI of €48593.63. Lease runs from 2025-07-28 to 2027-07-28. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0114,1005,V1024,P1008
"Contract C0115 for 1017 leasing Vehicle V1040 under Product P1003 with a monthly EMI of €69516.54. Lease runs from 2024-07-26 to 2026-07-26. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0115,1017,V1040,P1003
"Contract C0116 for 1020 leasing Vehicle V1067 under Product P1019 with a monthly EMI of €61272.51. Lease runs from 2022-11-12 to 2024-11-12. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0116,1020,V1067,P1019
"Contract C0117 for 1002 leasing Vehicle V1028 under Product P1010 with a monthly EMI of €788.07. Lease runs from 2022-10-19 to 2023-10-19. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0117,1002,V1028,P1010
"Contract C0118 for 1018 leasing Vehicle V1070 under Product P1007 with a monthly EMI of €41314.34. Lease runs from 2023-06-03 to 2027-06-03. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0118,1018,V1070,P1007
"Contract C0119 for 1005 leasing Vehicle V1026 under Product P1000 with a monthly EMI of €63275.51. Lease runs from 2024-12-06 to 2027-12-06. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0119,1005,V1026,P1000
"Contract C0120 for 1010 leasing Vehicle V1013 under Product P1010 with a monthly EMI of €724.94. Lease runs from 2024-10-19 to 2025-10-19. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0120,1010,V1013,P1010
"Contract C0121 for 1008 leasing Vehicle V1043 under Product P1012 with a monthly EMI of €359.07. Lease runs from 2023-04-04 to 2024-04-04. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0121,1008,V1043,P1012
"Contract C0122 for 1013 leasing Vehicle V1072 under Product P1013 with a monthly EMI of €959.72. Lease runs from 2024-10-31 to 2025-10-31. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0122,1013,V1072,P1013
"Contract C0123 for 1001 leasing Vehicle V1034 under Product P1012 with a monthly EMI of €597.57. Lease runs from 2023-08-04 to 2024-08-04. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0123,1001,V1034,P1012
"Contract C0124 for 1020 leasing Vehicle V1016 under Product P1007 with a monthly EMI of €67311.6. Lease runs from 2025-08-11 to 2029-08-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0124,1020,V1016,P1007
"Contract C0125 for 1015 leasing Vehicle V1016 under Product P1008 with a monthly EMI of €69118.53. Lease runs from 2023-02-23 to 2025-02-23. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0125,1015,V1016,P1008
"Contract C0126 for 1018 leasing Vehicle V1074 under Product P1006 with a monthly EMI of €69109.56. Lease runs from 2023-02-08 to 2025-02-08. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0126,1018,V1074,P1006
"Contract C0127 for 1016 leasing Vehicle V1064 under Product P1003 with a monthly EMI of €64378.05. Lease runs from 2023-11-19 to 2025-11-19. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0127,1016,V1064,P1003
"Contract C0128 for 1019 leasing Vehicle V1041 under Product P1011 with a monthly EMI of €71178.34. Lease runs from 2024-11-29 to 2028-11-29. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0128,1019,V1041,P1011
"Contract C0129 for 1012 leasing Vehicle V1077 under Product P1017 with a monthly EMI of €65975.85. Lease runs from 2022-09-29 to 2026-09-29. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0129,1012,V1077,P1017
"Contract C0130 for 1010 leasing Vehicle V1021 under Product P1003 with a monthly EMI of €53602.63. Lease runs from 2023-12-03 to 2025-12-03. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0130,1010,V1021,P1003
"Contract C0131 for 1014 leasing Vehicle V1036 under Product P1000 with a monthly EMI of €32498.05. Lease runs from 2025-04-24 to 2028-04-24. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0131,1014,V1036,P1000
"Contract C0132 for 1010 leasing Vehicle V1070 under Product P1000 with a monthly EMI of €51350.06. Lease runs from 2023-02-15 to 2026-02-15. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0132,1010,V1070,P1000
"Contract C0133 for 1017 leasing Vehicle V1057 under Product P1016 with a monthly EMI of €46014.39. Lease runs from 2024-07-13 to 2026-07-13. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0133,1017,V1057,P1016
"Contract C0134 for 1003 leasing Vehicle V1053 under Product P1008 with a monthly EMI of €24301.6. Lease runs from 2023-10-21 to 2025-10-21. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0134,1003,V1053,P1008
"Contract C0135 for 1013 leasing Vehicle V1076 under Product P1009 with a monthly EMI of €71596.05. Lease runs from 2024-08-23 to 2028-08-23. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0135,1013,V1076,P1009
"Contract C0136 for 1004 leasing Vehicle V1003 under Product P1011 with a monthly EMI of €29820.47. Lease runs from 2024-03-09 to 2028-03-09. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0136,1004,V1003,P1011
"Contract C0137 for 1015 leasing Vehicle V1041 under Product P1001 with a monthly EMI of €69462.09. Lease runs from 2025-04-01 to 2027-04-01. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0137,1015,V1041,P1001
"Contract C0138 for 1016 leasing Vehicle V1021 under Product P1010 with a monthly EMI of €735.98. Lease runs from 2022-10-01 to 2023-10-01. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0138,1016,V1021,P1010
"Contract C0139 for 1013 leasing Vehicle V1020 under Product P1001 with a monthly EMI of €33382.17. Lease runs from 2024-05-03 to 2026-05-03. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0139,1013,V1020,P1001
"Contract C0140 for 1017 leasing Vehicle V1005 under Product P1001 with a monthly EMI of €65960.87. Lease runs from 2024-12-22 to 2026-12-22. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0140,1017,V1005,P1001
"Contract C0141 for 1007 leasing Vehicle V1067 under Product P1008 with a monthly EMI of €63767.44. Lease runs from 2022-11-13 to 2024-11-13. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0141,1007,V1067,P1008
"Contract C0142 for 1003 leasing Vehicle V1069 under Product P1003 with a monthly EMI of €54703.52. Lease runs from 2022-11-25 to 2024-11-25. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0142,1003,V1069,P1003
"Contract C0143 for 1012 leasing Vehicle V1049 under Product P1010 with a monthly EMI of €1023.74. Lease runs from 2024-08-29 to 2025-08-29. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0143,1012,V1049,P1010
"Contract C0144 for 1020 leasing Vehicle V1003 under Product P1012 with a monthly EMI of €479.04. Lease runs from 2024-04-22 to 2025-04-22. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0144,1020,V1003,P1012
"Contract C0145 for 1017 leasing Vehicle V1033 under Product P1013 with a monthly EMI of €796.56. Lease runs from 2024-08-07 to 2025-08-07. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0145,1017,V1033,P1013
"Contract C0146 for 1019 leasing Vehicle V1068 under Product P1008 with a monthly EMI of €54400.52. Lease runs from 2024-02-03 to 2026-02-03. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0146,1019,V1068,P1008
"Contract C0147 for 1002 leasing Vehicle V1035 under Product P1001 with a monthly EMI of €63253.56. Lease runs from 2024-06-13 to 2026-06-13. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0147,1002,V1035,P1001
"Contract C0148 for 1011 leasing Vehicle V1005 under Product P1012 with a monthly EMI of €978.35. Lease runs from 2023-09-18 to 2024-09-18. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0148,1011,V1005,P1012
"Contract C0149 for 1019 leasing Vehicle V1012 under Product P1012 with a monthly EMI of €857.6. Lease runs from 2025-03-08 to 2026-03-08. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0149,1019,V1012,P1012
"Contract C0150 for 1019 leasing Vehicle V1046 under Product P1016 with a monthly EMI of €23635.78. Lease runs from 2023-10-14 to 2025-10-14. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0150,1019,V1046,P1016
"Contract C0151 for 1002 leasing Vehicle V1031 under Product P1004 with a monthly EMI of €1004.06. Lease runs from 2024-08-01 to 2025-08-01. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0151,1002,V1031,P1004
"Contract C0152 for 1012 leasing Vehicle V1035 under Product P1015 with a monthly EMI of €67671.4. Lease runs from 2023-01-24 to 2027-01-24. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0152,1012,V1035,P1015
"Contract C0153 for 1017 leasing Vehicle V1063 under Product P1012 with a monthly EMI of €554.24. Lease runs from 2025-05-10 to 2026-05-10. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0153,1017,V1063,P1012
"Contract C0154 for 1001 leasing Vehicle V1013 under Product P1002 with a monthly EMI of €56838.39. Lease runs from 2023-06-12 to 2026-06-12. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0154,1001,V1013,P1002
"Contract C0155 for 1004 leasing Vehicle V1009 under Product P1004 with a monthly EMI of €662.18. Lease runs from 2023-02-21 to 2024-02-21. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0155,1004,V1009,P1004
"Contract C0156 for 1019 leasing Vehicle V1017 under Product P1001 with a monthly EMI of €68806.75. Lease runs from 2025-04-24 to 2027-04-24. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0156,1019,V1017,P1001
"Contract C0157 for 1018 leasing Vehicle V1072 under Product P1019 with a monthly EMI of €62231.16. Lease runs from 2023-05-17 to 2025-05-17. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0157,1018,V1072,P1019
"Contract C0158 for 1016 leasing Vehicle V1049 under Product P1011 with a monthly EMI of €67762.67. Lease runs from 2023-12-29 to 2027-12-29. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0158,1016,V1049,P1011
"Contract C0159 for 1009 leasing Vehicle V1001 under Product P1019 with a monthly EMI of €40547.03. Lease runs from 2025-08-10 to 2027-08-10. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0159,1009,V1001,P1019
"Contract C0160 for 1016 leasing Vehicle V1015 under Product P1005 with a monthly EMI of €27033.04. Lease runs from 2024-01-16 to 2028-01-16. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0160,1016,V1015,P1005
"Contract C0161 for 1016 leasing Vehicle V1056 under Product P1011 with a monthly EMI of €41826.92. Lease runs from 2023-07-29 to 2027-07-29. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0161,1016,V1056,P1011
"Contract C0162 for 1011 leasing Vehicle V1039 under Product P1014 with a monthly EMI of €841.47. Lease runs from 2025-01-09 to 2026-01-09. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0162,1011,V1039,P1014
"Contract C0163 for 1006 leasing Vehicle V1018 under Product P1009 with a monthly EMI of €43595.01. Lease runs from 2023-01-11 to 2027-01-11. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0163,1006,V1018,P1009
"Contract C0164 for 1003 leasing Vehicle V1027 under Product P1011 with a monthly EMI of €62502.46. Lease runs from 2023-02-01 to 2027-02-01. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0164,1003,V1027,P1011
"Contract C0165 for 1001 leasing Vehicle V1066 under Product P1018 with a monthly EMI of €65832.33. Lease runs from 2023-02-17 to 2027-02-17. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0165,1001,V1066,P1018
"Contract C0166 for 1004 leasing Vehicle V1032 under Product P1007 with a monthly EMI of €57653.75. Lease runs from 2023-10-19 to 2027-10-19. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0166,1004,V1032,P1007
"Contract C0167 for 1010 leasing Vehicle V1045 under Product P1014 with a monthly EMI of €663.96. Lease runs from 2023-04-30 to 2024-04-30. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0167,1010,V1045,P1014
"Contract C0168 for 1012 leasing Vehicle V1064 under Product P1009 with a monthly EMI of €63135.44. Lease runs from 2022-09-24 to 2026-09-24. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0168,1012,V1064,P1009
"Contract C0169 for 1012 leasing Vehicle V1057 under Product P1011 with a monthly EMI of €48678.56. Lease runs from 2025-07-09 to 2029-07-09. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0169,1012,V1057,P1011
"Contract C0170 for 1002 leasing Vehicle V1008 under Product P1003 with a monthly EMI of €30039.86. Lease runs from 2024-05-02 to 2026-05-02. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0170,1002,V1008,P1003
"Contract C0171 for 1017 leasing Vehicle V1039 under Product P1008 with a monthly EMI of €53885.35. Lease runs from 2022-09-06 to 2024-09-06. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0171,1017,V1039,P1008
"Contract C0172 for 1018 leasing Vehicle V1039 under Product P1007 with a monthly EMI of €53825.06. Lease runs from 2024-02-11 to 2028-02-11. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0172,1018,V1039,P1007
"Contract C0173 for 1013 leasing Vehicle V1021 under Product P1007 with a monthly EMI of €49666.72. Lease runs from 2024-09-03 to 2028-09-03. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0173,1013,V1021,P1007
"Contract C0174 for 1011 leasing Vehicle V1059 under Product P1011 with a monthly EMI of €51509.35. Lease runs from 2023-04-17 to 2027-04-17. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0174,1011,V1059,P1011
"Contract C0175 for 1009 leasing Vehicle V1069 under Product P1012 with a monthly EMI of €791.43. Lease runs from 2022-12-16 to 2023-12-16. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0175,1009,V1069,P1012
"Contract C0176 for 1020 leasing Vehicle V1075 under Product P1018 with a monthly EMI of €51375.97. Lease runs from 2025-05-27 to 2029-05-27. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0176,1020,V1075,P1018
"Contract C0177 for 1003 leasing Vehicle V1022 under Product P1004 with a monthly EMI of €338.96. Lease runs from 2023-04-16 to 2024-04-16. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0177,1003,V1022,P1004
"Contract C0178 for 1013 leasing Vehicle V1020 under Product P1007 with a monthly EMI of €32848.63. Lease runs from 2024-11-26 to 2028-11-26. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0178,1013,V1020,P1007
"Contract C0179 for 1019 leasing Vehicle V1072 under Product P1009 with a monthly EMI of €61582.22. Lease runs from 2023-06-03 to 2027-06-03. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0179,1019,V1072,P1009
"Contract C0180 for 1017 leasing Vehicle V1079 under Product P1013 with a monthly EMI of €602.37. Lease runs from 2025-04-01 to 2026-04-01. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0180,1017,V1079,P1013
"Contract C0181 for 1012 leasing Vehicle V1032 under Product P1012 with a monthly EMI of €850.0. Lease runs from 2025-07-09 to 2026-07-09. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0181,1012,V1032,P1012
"Contract C0182 for 1006 leasing Vehicle V1006 under Product P1004 with a monthly EMI of €856.59. Lease runs from 2024-05-06 to 2025-05-06. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0182,1006,V1006,P1004
"Contract C0183 for 1015 leasing Vehicle V1057 under Product P1013 with a monthly EMI of €741.17. Lease runs from 2023-05-13 to 2024-05-13. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0183,1015,V1057,P1013
"Contract C0184 for 1018 leasing Vehicle V1046 under Product P1009 with a monthly EMI of €24118.37. Lease runs from 2023-06-18 to 2027-06-18. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0184,1018,V1046,P1009
"Contract C0185 for 1014 leasing Vehicle V1026 under Product P1015 with a monthly EMI of €57174.77. Lease runs from 2023-02-01 to 2027-02-01. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0185,1014,V1026,P1015
"Contract C0186 for 1011 leasing Vehicle V1064 under Product P1014 with a monthly EMI of €927.3. Lease runs from 2024-01-11 to 2025-01-11. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0186,1011,V1064,P1014
"Contract C0187 for 1004 leasing Vehicle V1007 under Product P1012 with a monthly EMI of €989.23. Lease runs from 2025-02-12 to 2026-02-12. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0187,1004,V1007,P1012
"Contract C0188 for 1008 leasing Vehicle V1055 under Product P1005 with a monthly EMI of €22657.64. Lease runs from 2023-09-13 to 2027-09-13. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0188,1008,V1055,P1005
"Contract C0189 for 1008 leasing Vehicle V1041 under Product P1009 with a monthly EMI of €74764.55. Lease runs from 2025-06-27 to 2029-06-27. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0189,1008,V1041,P1009
"Contract C0190 for 1003 leasing Vehicle V1006 under Product P1014 with a monthly EMI of €822.62. Lease runs from 2024-06-02 to 2025-06-02. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0190,1003,V1006,P1014
"Contract C0191 for 1004 leasing Vehicle V1077 under Product P1012 with a monthly EMI of €984.24. Lease runs from 2023-01-21 to 2024-01-21. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0191,1004,V1077,P1012
"Contract C0192 for 1019 leasing Vehicle V1057 under Product P1010 with a monthly EMI of €715.65. Lease runs from 2023-11-06 to 2024-11-06. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0192,1019,V1057,P1010
"Contract C0193 for 1009 leasing Vehicle V1060 under Product P1012 with a monthly EMI of €522.69. Lease runs from 2022-10-11 to 2023-10-11. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0193,1009,V1060,P1012
"Contract C0194 for 1005 leasing Vehicle V1062 under Product P1012 with a monthly EMI of €936.74. Lease runs from 2023-12-19 to 2024-12-19. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0194,1005,V1062,P1012
"Contract C0195 for 1002 leasing Vehicle V1031 under Product P1000 with a monthly EMI of €80594.25. Lease runs from 2023-10-06 to 2026-10-06. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0195,1002,V1031,P1000
"Contract C0196 for 1015 leasing Vehicle V1008 under Product P1011 with a monthly EMI of €30522.99. Lease runs from 2023-07-03 to 2027-07-03. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0196,1015,V1008,P1011
"Contract C0197 for 1019 leasing Vehicle V1031 under Product P1006 with a monthly EMI of €68192.08. Lease runs from 2024-01-25 to 2026-01-25. Road Assistance: Yes, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0197,1019,V1031,P1006
"Contract C0198 for 1020 leasing Vehicle V1031 under Product P1001 with a monthly EMI of €69056.19. Lease runs from 2023-01-30 to 2025-01-30. Road Assistance: No, Maintenance: Yes, Discount Applied: No, Preferred Customer: Yes.",C0198,1020,V1031,P1001
"Contract C0199 for 1013 leasing Vehicle V1014 under Product P1015 with a monthly EMI of €48996.68. Lease runs from 2022-11-17 to 2026-11-17. Road Assistance: No, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0199,1013,V1014,P1015
"Contract C0200 for 1013 leasing Vehicle V1055 under Product P1008 with a monthly EMI of €24506.2. Lease runs from 2022-12-09 to 2024-12-09. Road Assistance: Yes, Maintenance: Yes, Discount Applied: Yes, Preferred Customer: Yes.",C0200,1013,V1055,P1008
