Summary,Contract ID,Customer ID,Vehicle ID,Product ID
"Contract 102: Lease of Vehicle V4030 under Product P2031 with Lease Start Date: 2024-07-28, Lease Expiry Date: 2026-07-18, for 24 months, EMI 915 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",102,4561,V4030,P2031
"Contract 103: Lease of Vehicle V4062 under Product P2021 with Lease Start Date: 2024-04-18, Lease Expiry Date: 2026-04-08, for 24 months, EMI 974 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",103,1619,V4062,P2021
"Contract 104: Lease of Vehicle V4093 under Product P2039 with Lease Start Date: 2025-03-16, Lease Expiry Date: 2027-03-06, for 24 months, EMI 487 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",104,1555,V4093,P2039
"Contract 105: Lease of Vehicle V4093 under Product P2010 with Lease Start Date: 2023-11-09, Lease Expiry Date: 2025-10-29, for 24 months, EMI 945 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",105,1929,V4093,P2010
"Contract 106: Lease of Vehicle V4042 under Product P2038 with Lease Start Date: 2025-06-25, Lease Expiry Date: 2027-06-15, for 24 months, EMI 621 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",106,1951,V4042,P2038
"Contract 107: Lease of Vehicle V4034 under Product P2033 with Lease Start Date: 2025-04-15, Lease Expiry Date: 2029-03-25, for 48 months, EMI 548 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",107,4522,V4034,P2033
"Contract 108: Lease of Vehicle V4098 under Product P2000 with Lease Start Date: 2025-03-26, Lease Expiry Date: 2026-03-21, for 12 months, EMI 637 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",108,1718,V4098,P2000
"Contract 109: Lease of Vehicle V4087 under Product P2007 with Lease Start Date: 2024-04-28, Lease Expiry Date: 2028-04-07, for 48 months, EMI 555 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",109,4495,V4087,P2007
"Contract 110: Lease of Vehicle V4066 under Product P2003 with Lease Start Date: 2024-12-18, Lease Expiry Date: 2028-11-27, for 48 months, EMI 711 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",110,1467,V4066,P2003
"Contract 111: Lease of Vehicle V4003 under Product P2022 with Lease Start Date: 2023-10-13, Lease Expiry Date: 2026-09-27, for 36 months, EMI 506 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",111,3340,V4003,P2022
"Contract 112: Lease of Vehicle V4065 under Product P2048 with Lease Start Date: 2025-03-27, Lease Expiry Date: 2029-03-06, for 48 months, EMI 873 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",112,1793,V4065,P2048
"Contract 113: Lease of Vehicle V4072 under Product P2003 with Lease Start Date: 2025-04-09, Lease Expiry Date: 2026-04-04, for 12 months, EMI 436 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",113,1929,V4072,P2003
"Contract 114: Lease of Vehicle V4037 under Product P2013 with Lease Start Date: 2024-06-29, Lease Expiry Date: 2028-06-08, for 48 months, EMI 698 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",114,1255,V4037,P2013
"Contract 115: Lease of Vehicle V4037 under Product P2045 with Lease Start Date: 2025-03-02, Lease Expiry Date: 2029-02-09, for 48 months, EMI 316 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",115,1867,V4037,P2045
"Contract 116: Lease of Vehicle V4048 under Product P2014 with Lease Start Date: 2025-07-28, Lease Expiry Date: 2028-07-12, for 36 months, EMI 648 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",116,1659,V4048,P2014
"Contract 117: Lease of Vehicle V4067 under Product P2010 with Lease Start Date: 2023-12-03, Lease Expiry Date: 2026-11-17, for 36 months, EMI 647 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",117,4908,V4067,P2010
"Contract 118: Lease of Vehicle V4010 under Product P2031 with Lease Start Date: 2024-06-12, Lease Expiry Date: 2026-06-02, for 24 months, EMI 452 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",118,2849,V4010,P2031
"Contract 119: Lease of Vehicle V4015 under Product P2021 with Lease Start Date: 2024-04-21, Lease Expiry Date: 2028-03-31, for 48 months, EMI 347 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",119,1951,V4015,P2021
"Contract 120: Lease of Vehicle V4009 under Product P2018 with Lease Start Date: 2023-10-07, Lease Expiry Date: 2025-09-26, for 24 months, EMI 813 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",120,1979,V4009,P2018
"Contract 121: Lease of Vehicle V4059 under Product P2027 with Lease Start Date: 2023-09-12, Lease Expiry Date: 2027-08-22, for 48 months, EMI 893 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",121,1661,V4059,P2027
"Contract 122: Lease of Vehicle V4077 under Product P2008 with Lease Start Date: 2024-05-20, Lease Expiry Date: 2025-05-15, for 12 months, EMI 477 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",122,1161,V4077,P2008
"Contract 123: Lease of Vehicle V4058 under Product P2043 with Lease Start Date: 2023-11-06, Lease Expiry Date: 2025-10-26, for 24 months, EMI 660 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",123,3281,V4058,P2043
"Contract 124: Lease of Vehicle V4091 under Product P2028 with Lease Start Date: 2024-09-23, Lease Expiry Date: 2027-09-08, for 36 months, EMI 736 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",124,2254,V4091,P2028
"Contract 125: Lease of Vehicle V4083 under Product P2000 with Lease Start Date: 2024-12-26, Lease Expiry Date: 2025-12-21, for 12 months, EMI 632 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",125,1243,V4083,P2000
"Contract 126: Lease of Vehicle V4009 under Product P2016 with Lease Start Date: 2023-12-16, Lease Expiry Date: 2024-12-10, for 12 months, EMI 850 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",126,4819,V4009,P2016
"Contract 127: Lease of Vehicle V4043 under Product P2034 with Lease Start Date: 2024-12-29, Lease Expiry Date: 2028-12-08, for 48 months, EMI 903 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",127,1889,V4043,P2034
"Contract 128: Lease of Vehicle V4098 under Product P2031 with Lease Start Date: 2025-05-13, Lease Expiry Date: 2027-05-03, for 24 months, EMI 561 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",128,4599,V4098,P2031
"Contract 129: Lease of Vehicle V4069 under Product P2047 with Lease Start Date: 2025-05-24, Lease Expiry Date: 2028-05-08, for 36 months, EMI 960 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",129,1543,V4069,P2047
"Contract 130: Lease of Vehicle V4064 under Product P2012 with Lease Start Date: 2023-10-02, Lease Expiry Date: 2026-09-16, for 36 months, EMI 794 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",130,4932,V4064,P2012
"Contract 131: Lease of Vehicle V4098 under Product P2050 with Lease Start Date: 2025-03-19, Lease Expiry Date: 2027-03-09, for 24 months, EMI 721 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",131,1846,V4098,P2050
"Contract 132: Lease of Vehicle V4024 under Product P2049 with Lease Start Date: 2024-11-06, Lease Expiry Date: 2027-10-22, for 36 months, EMI 604 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",132,3933,V4024,P2049
"Contract 133: Lease of Vehicle V4016 under Product P2030 with Lease Start Date: 2025-05-13, Lease Expiry Date: 2029-04-22, for 48 months, EMI 434 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",133,3908,V4016,P2030
"Contract 134: Lease of Vehicle V4002 under Product P2042 with Lease Start Date: 2024-07-16, Lease Expiry Date: 2025-07-11, for 12 months, EMI 677 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",134,1502,V4002,P2042
"Contract 135: Lease of Vehicle V4030 under Product P2042 with Lease Start Date: 2025-01-31, Lease Expiry Date: 2028-01-16, for 36 months, EMI 453 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",135,2648,V4030,P2042
"Contract 136: Lease of Vehicle V4090 under Product P2020 with Lease Start Date: 2024-10-30, Lease Expiry Date: 2027-10-15, for 36 months, EMI 342 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",136,1143,V4090,P2020
"Contract 137: Lease of Vehicle V4014 under Product P2035 with Lease Start Date: 2024-11-26, Lease Expiry Date: 2025-11-21, for 12 months, EMI 575 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",137,3519,V4014,P2035
"Contract 138: Lease of Vehicle V4035 under Product P2032 with Lease Start Date: 2025-05-15, Lease Expiry Date: 2029-04-24, for 48 months, EMI 830 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",138,1131,V4035,P2032
"Contract 139: Lease of Vehicle V4060 under Product P2031 with Lease Start Date: 2024-05-09, Lease Expiry Date: 2026-04-29, for 24 months, EMI 319 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",139,3635,V4060,P2031
"Contract 140: Lease of Vehicle V4083 under Product P2047 with Lease Start Date: 2025-01-04, Lease Expiry Date: 2027-12-20, for 36 months, EMI 511 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",140,1202,V4083,P2047
"Contract 141: Lease of Vehicle V4083 under Product P2040 with Lease Start Date: 2025-05-27, Lease Expiry Date: 2027-05-17, for 24 months, EMI 744 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",141,4198,V4083,P2040
"Contract 142: Lease of Vehicle V4009 under Product P2008 with Lease Start Date: 2023-09-02, Lease Expiry Date: 2024-08-27, for 12 months, EMI 877 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",142,1029,V4009,P2008
"Contract 143: Lease of Vehicle V4096 under Product P2038 with Lease Start Date: 2024-06-13, Lease Expiry Date: 2028-05-23, for 48 months, EMI 519 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",143,3926,V4096,P2038
"Contract 144: Lease of Vehicle V4040 under Product P2007 with Lease Start Date: 2024-10-04, Lease Expiry Date: 2026-09-24, for 24 months, EMI 829 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",144,1889,V4040,P2007
"Contract 145: Lease of Vehicle V4041 under Product P2000 with Lease Start Date: 2024-02-07, Lease Expiry Date: 2027-01-22, for 36 months, EMI 667 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",145,2831,V4041,P2000
"Contract 146: Lease of Vehicle V4080 under Product P2019 with Lease Start Date: 2025-07-25, Lease Expiry Date: 2026-07-20, for 12 months, EMI 371 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",146,1495,V4080,P2019
"Contract 147: Lease of Vehicle V4089 under Product P2024 with Lease Start Date: 2024-07-20, Lease Expiry Date: 2028-06-29, for 48 months, EMI 788 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",147,1534,V4089,P2024
"Contract 148: Lease of Vehicle V4060 under Product P2010 with Lease Start Date: 2024-12-15, Lease Expiry Date: 2025-12-10, for 12 months, EMI 976 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",148,1772,V4060,P2010
"Contract 149: Lease of Vehicle V4073 under Product P2047 with Lease Start Date: 2023-12-12, Lease Expiry Date: 2024-12-06, for 12 months, EMI 924 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",149,1372,V4073,P2047
"Contract 150: Lease of Vehicle V4070 under Product P2036 with Lease Start Date: 2023-11-05, Lease Expiry Date: 2026-10-20, for 36 months, EMI 937 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",150,1764,V4070,P2036
"Contract 151: Lease of Vehicle V4063 under Product P2033 with Lease Start Date: 2024-04-16, Lease Expiry Date: 2026-04-06, for 24 months, EMI 899 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",151,1558,V4063,P2033
"Contract 152: Lease of Vehicle V4034 under Product P2024 with Lease Start Date: 2023-09-06, Lease Expiry Date: 2027-08-16, for 48 months, EMI 560 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",152,2304,V4034,P2024
"Contract 153: Lease of Vehicle V4086 under Product P2020 with Lease Start Date: 2025-06-12, Lease Expiry Date: 2028-05-27, for 36 months, EMI 621 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",153,1053,V4086,P2020
"Contract 154: Lease of Vehicle V4064 under Product P2002 with Lease Start Date: 2024-03-22, Lease Expiry Date: 2026-03-12, for 24 months, EMI 801 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",154,1889,V4064,P2002
"Contract 155: Lease of Vehicle V4050 under Product P2006 with Lease Start Date: 2023-09-27, Lease Expiry Date: 2025-09-16, for 24 months, EMI 736 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",155,1745,V4050,P2006
"Contract 156: Lease of Vehicle V4012 under Product P2050 with Lease Start Date: 2024-08-29, Lease Expiry Date: 2028-08-08, for 48 months, EMI 837 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",156,2549,V4012,P2050
"Contract 157: Lease of Vehicle V4049 under Product P2018 with Lease Start Date: 2023-12-24, Lease Expiry Date: 2026-12-08, for 36 months, EMI 929 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",157,1255,V4049,P2018
"Contract 158: Lease of Vehicle V4038 under Product P2021 with Lease Start Date: 2024-03-30, Lease Expiry Date: 2028-03-09, for 48 months, EMI 795 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",158,1846,V4038,P2021
"Contract 159: Lease of Vehicle V4077 under Product P2043 with Lease Start Date: 2024-02-21, Lease Expiry Date: 2028-01-31, for 48 months, EMI 660 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",159,4665,V4077,P2043
"Contract 160: Lease of Vehicle V4045 under Product P2022 with Lease Start Date: 2024-08-30, Lease Expiry Date: 2026-08-20, for 24 months, EMI 808 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",160,2431,V4045,P2022
"Contract 161: Lease of Vehicle V4056 under Product P2037 with Lease Start Date: 2024-03-11, Lease Expiry Date: 2026-03-01, for 24 months, EMI 871 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",161,1050,V4056,P2037
"Contract 162: Lease of Vehicle V4096 under Product P2045 with Lease Start Date: 2025-08-01, Lease Expiry Date: 2026-07-27, for 12 months, EMI 998 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",162,3948,V4096,P2045
"Contract 163: Lease of Vehicle V4095 under Product P2003 with Lease Start Date: 2023-09-06, Lease Expiry Date: 2024-08-31, for 12 months, EMI 664 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: yes",163,1090,V4095,P2003
"Contract 164: Lease of Vehicle V4047 under Product P2028 with Lease Start Date: 2024-04-12, Lease Expiry Date: 2027-03-28, for 36 months, EMI 884 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",164,1044,V4047,P2028
"Contract 165: Lease of Vehicle V4060 under Product P2000 with Lease Start Date: 2024-11-19, Lease Expiry Date: 2028-10-29, for 48 months, EMI 334 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",165,1082,V4060,P2000
"Contract 166: Lease of Vehicle V4046 under Product P2038 with Lease Start Date: 2025-05-20, Lease Expiry Date: 2028-05-04, for 36 months, EMI 376 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",166,1280,V4046,P2038
"Contract 167: Lease of Vehicle V4014 under Product P2038 with Lease Start Date: 2025-05-06, Lease Expiry Date: 2027-04-26, for 24 months, EMI 636 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",167,3014,V4014,P2038
"Contract 168: Lease of Vehicle V4011 under Product P2001 with Lease Start Date: 2024-06-02, Lease Expiry Date: 2026-05-23, for 24 months, EMI 729 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",168,1772,V4011,P2001
"Contract 169: Lease of Vehicle V4013 under Product P2008 with Lease Start Date: 2024-12-09, Lease Expiry Date: 2027-11-24, for 36 months, EMI 393 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",169,2996,V4013,P2008
"Contract 170: Lease of Vehicle V4034 under Product P2025 with Lease Start Date: 2023-10-28, Lease Expiry Date: 2024-10-22, for 12 months, EMI 395 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",170,1050,V4034,P2025
"Contract 171: Lease of Vehicle V4069 under Product P2037 with Lease Start Date: 2024-10-05, Lease Expiry Date: 2025-09-30, for 12 months, EMI 796 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",171,4850,V4069,P2037
"Contract 172: Lease of Vehicle V4095 under Product P2003 with Lease Start Date: 2025-03-11, Lease Expiry Date: 2029-02-18, for 48 months, EMI 388 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",172,3734,V4095,P2003
"Contract 173: Lease of Vehicle V4026 under Product P2010 with Lease Start Date: 2024-03-22, Lease Expiry Date: 2026-03-12, for 24 months, EMI 732 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",173,1615,V4026,P2010
"Contract 174: Lease of Vehicle V4049 under Product P2047 with Lease Start Date: 2024-04-22, Lease Expiry Date: 2028-04-01, for 48 months, EMI 531 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",174,1812,V4049,P2047
"Contract 175: Lease of Vehicle V4060 under Product P2046 with Lease Start Date: 2025-07-25, Lease Expiry Date: 2028-07-09, for 36 months, EMI 902 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",175,1732,V4060,P2046
"Contract 176: Lease of Vehicle V4025 under Product P2031 with Lease Start Date: 2024-07-04, Lease Expiry Date: 2027-06-19, for 36 months, EMI 715 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",176,4993,V4025,P2031
"Contract 177: Lease of Vehicle V4039 under Product P2011 with Lease Start Date: 2025-06-26, Lease Expiry Date: 2029-06-05, for 48 months, EMI 470 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",177,1555,V4039,P2011
"Contract 178: Lease of Vehicle V4099 under Product P2047 with Lease Start Date: 2023-11-09, Lease Expiry Date: 2027-10-19, for 48 months, EMI 623 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",178,1227,V4099,P2047
"Contract 179: Lease of Vehicle V4008 under Product P2038 with Lease Start Date: 2024-04-21, Lease Expiry Date: 2025-04-16, for 12 months, EMI 840 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: yes, Preferred Customer: yes",179,1951,V4008,P2038
"Contract 180: Lease of Vehicle V4030 under Product P2028 with Lease Start Date: 2023-09-10, Lease Expiry Date: 2027-08-20, for 48 months, EMI 927 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",180,1862,V4030,P2028
"Contract 181: Lease of Vehicle V4033 under Product P2001 with Lease Start Date: 2025-01-26, Lease Expiry Date: 2026-01-21, for 12 months, EMI 462 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",181,1836,V4033,P2001
"Contract 182: Lease of Vehicle V4093 under Product P2047 with Lease Start Date: 2025-02-24, Lease Expiry Date: 2026-02-19, for 12 months, EMI 928 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",182,3445,V4093,P2047
"Contract 183: Lease of Vehicle V4006 under Product P2009 with Lease Start Date: 2025-04-10, Lease Expiry Date: 2028-03-25, for 36 months, EMI 818 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",183,1971,V4006,P2009
"Contract 184: Lease of Vehicle V4070 under Product P2030 with Lease Start Date: 2024-09-16, Lease Expiry Date: 2027-09-01, for 36 months, EMI 789 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",184,1452,V4070,P2030
"Contract 185: Lease of Vehicle V4008 under Product P2049 with Lease Start Date: 2025-04-22, Lease Expiry Date: 2028-04-06, for 36 months, EMI 533 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",185,1243,V4008,P2049
"Contract 186: Lease of Vehicle V4051 under Product P2050 with Lease Start Date: 2023-10-07, Lease Expiry Date: 2027-09-16, for 48 months, EMI 917 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: yes, Preferred Customer: no",186,1812,V4051,P2050
"Contract 187: Lease of Vehicle V4082 under Product P2033 with Lease Start Date: 2024-09-03, Lease Expiry Date: 2026-08-24, for 24 months, EMI 767 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",187,4821,V4082,P2033
"Contract 188: Lease of Vehicle V4016 under Product P2021 with Lease Start Date: 2024-05-03, Lease Expiry Date: 2028-04-12, for 48 months, EMI 361 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",188,1697,V4016,P2021
"Contract 189: Lease of Vehicle V4083 under Product P2033 with Lease Start Date: 2023-12-05, Lease Expiry Date: 2025-11-24, for 24 months, EMI 550 USD, Road Assistance: no, Maintenance: yes, Existing Customer: no, Discount Applied: no, Preferred Customer: no",189,4640,V4083,P2033
"Contract 190: Lease of Vehicle V4095 under Product P2003 with Lease Start Date: 2024-03-12, Lease Expiry Date: 2025-03-07, for 12 months, EMI 466 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",190,4032,V4095,P2003
"Contract 191: Lease of Vehicle V4042 under Product P2041 with Lease Start Date: 2025-03-14, Lease Expiry Date: 2028-02-27, for 36 months, EMI 567 USD, Road Assistance: no, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",191,1558,V4042,P2041
"Contract 192: Lease of Vehicle V4007 under Product P2013 with Lease Start Date: 2024-01-10, Lease Expiry Date: 2027-12-20, for 48 months, EMI 800 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",192,1101,V4007,P2013
"Contract 193: Lease of Vehicle V4048 under Product P2005 with Lease Start Date: 2025-02-14, Lease Expiry Date: 2027-02-04, for 24 months, EMI 447 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",193,3804,V4048,P2005
"Contract 194: Lease of Vehicle V4041 under Product P2040 with Lease Start Date: 2023-09-12, Lease Expiry Date: 2024-09-06, for 12 months, EMI 945 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",194,2405,V4041,P2040
"Contract 195: Lease of Vehicle V4088 under Product P2009 with Lease Start Date: 2025-05-27, Lease Expiry Date: 2029-05-06, for 48 months, EMI 614 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",195,1862,V4088,P2009
"Contract 196: Lease of Vehicle V4039 under Product P2021 with Lease Start Date: 2023-10-06, Lease Expiry Date: 2024-09-30, for 12 months, EMI 550 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",196,4039,V4039,P2021
"Contract 197: Lease of Vehicle V4032 under Product P2010 with Lease Start Date: 2024-09-06, Lease Expiry Date: 2028-08-16, for 48 months, EMI 865 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",197,1701,V4032,P2010
"Contract 198: Lease of Vehicle V4073 under Product P2008 with Lease Start Date: 2024-03-23, Lease Expiry Date: 2025-03-18, for 12 months, EMI 468 USD, Road Assistance: no, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",198,2227,V4073,P2008
"Contract 199: Lease of Vehicle V4096 under Product P2036 with Lease Start Date: 2024-09-09, Lease Expiry Date: 2027-08-25, for 36 months, EMI 936 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",199,1143,V4096,P2036
"Contract 200: Lease of Vehicle V4091 under Product P2036 with Lease Start Date: 2024-09-06, Lease Expiry Date: 2027-08-22, for 36 months, EMI 989 USD, Road Assistance: yes, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: yes",200,1131,V4091,P2036
"Contract 201: Lease of Vehicle V4068 under Product P2042 with Lease Start Date: 2024-01-02, Lease Expiry Date: 2026-12-17, for 36 months, EMI 356 USD, Road Assistance: yes, Maintenance: no, Existing Customer: no, Discount Applied: no, Preferred Customer: no",201,3190,V4068,P2042
"Contract 202: Lease of Vehicle V4001 under Product P2012 with Lease Start Date: 2024-05-11, Lease Expiry Date: 2028-04-20, for 48 months, EMI 890 USD, Road Assistance: no, Maintenance: no, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",202,1764,V4001,P2012
"Contract 203: Lease of Vehicle V4090 under Product P2014 with Lease Start Date: 2025-01-07, Lease Expiry Date: 2027-12-23, for 36 months, EMI 576 USD, Road Assistance: yes, Maintenance: yes, Existing Customer: yes, Discount Applied: no, Preferred Customer: no",203,1090,V4090,P2014
